timestamp,Gender,Age,_Sector,_Department,Familiarity,Resistance,Openness,Usage,Tools,Motivations,Issues,IssuesDetails,Trust,Concerns,LossOfAutonomy,ReducedThinking,FearOfJobLoss,FearOfJobLossDetails,OtherConcerns,OtherConcernsDetails,Involved,WantToBeInvolved,ImpactOfBeingInvolved,WillingnessForTraining,Suggestions,Sector,Department,SupportDepartment,*Familiarity,*Openness,*Usage,*LossOfAutonomy,*ReducedThinking,*WillingnessForTraining
16/05/2024 09:38:03,Homme,25-35 ans,Immobilier,Finance/Comptabilité,Un peu familier,Oui,Plutôt réticent,Jamais,{'Language Model'},{'Suppression des  tâches laborieuses et répétitives'},Non,,3,Non,Pas du tout,Un peu,Non,"Trop de spécificité,  de cas par cas, a priori pas appréhendables par une IA",Non,,Non,Non,Non,Peut-être,,Immobilier et Construction,Finance et Comptabilité,sup,1,1,0,0.0,1.0,1
16/05/2024 10:55:11,Homme,25-35 ans,Construction et génie civil,Direction,"Oui, très familier",Non,Plutôt ouvert,Rarement,{'Language Model'},"{'Gain de temps', 'Simplification des tâches quotidiennes'}",Non,,3,Non,Un peu,Un peu,Non,Incompatible,Non,,Non,Oui,Oui,"Oui, certainement",,Immobilier et Construction,Direction et Management,dir,2,2,1,1.0,1.0,2
16/05/2024 12:20:27,Femme,25-35 ans,Construction et génie civil,Gestion de projet,Un peu familier,Non,Très ouvert,Très souvent,"{'Reconnaissance faciale/biometrique', 'Language Model'}","{'Accès à des recommandations personnalisées', 'Amélioration de la productivité'}",Non,,3,Non,Pas du tout,Pas du tout,Non,"Parce que dans le métier, l IA restera toujours qu'un complément et une aide",Non,,Non,Oui,Non,"Oui, certainement",,Immobilier et Construction,Gestion de Projet,opé,1,3,3,0.0,0.0,2
16/05/2024 16:30:10,Homme,25-35 ans,"Services professionnels (consulting, juridique, comptabilité, etc.)",Finance/Comptabilité,Un peu familier,Non,Très ouvert,Rarement,"{'Reconnaissance faciale/biometrique', 'Language Model'}","{'Gain de temps', 'Amélioration de la productivité', 'Simplification des tâches quotidiennes'}",Oui,Les réponses ne sont pas toujours pertinentes et adaptées aux problèmes,2,Oui,Un peu,Un peu,Non,J'accompagne les entreprises à travailler ensemble. Je pense beaucoup de teps à écouter les gens pour construire des solutions,Oui,"Toutes les réflexions, propositions seront les mêmes et découleront de l'IA",Non,Oui,Oui,"Oui, certainement","Dans le métier de consultant, l'IA peut ressembler à une boite noire et les solutions proposées ne sont pas maitrisées par les consultants, et donc ces solutions ne sont pas totalement pertinentes",Services Professionnels,Finance et Comptabilité,sup,1,3,1,1.0,1.0,2
16/05/2024 17:18:43,Homme,25-35 ans,Finance et assurance,Finance/Comptabilité,Un peu familier,Non,Plutôt ouvert,Rarement,{'Language Model'},"{'Gain de temps', 'Simplification des tâches quotidiennes'}",Non,,3,Oui,Pas du tout,Pas du tout,Non,La comptabilité est très peu toucher pour le moment beaucoup de méthodologies comptables existes pour une même facture selon le typologie d'activité de l'entreprise,Non,,Non,Non,Non,"Oui, certainement",,Finance et Assurance,Finance et Comptabilité,sup,1,2,1,0.0,0.0,2
16/05/2024 17:47:32,Femme,18-25 ans,Immobilier,Marketing/Communication,"Oui, très familier",Non,Plutôt ouvert,Parfois,"{'Reconnaissance faciale/biometrique', 'Gestion des relations client', 'Assistant vocal', 'Language Model'}","{'Gain de temps', 'Amélioration de la productivité', 'Simplification des tâches quotidiennes'}",Oui,L'IA a souvent des limites en terme de connaissances spécifique dans certains domaines,3,Oui,Un peu,Un peu,Non,mon poste est basé sur de la relation client une IA pourrait le faire oui mais ca n'aurais pas de sens car mes clients ont besoin de personnes physiques néanmoins ça pourrais contribuer a la réalisation de certaines taches (administratives par exemple),Non,,Mon entreprise n'utilise pas l’IA,Oui,Oui,"Oui, certainement","j'utilise une IA a titre personnel dans missions administratives (ex. notamment pour de la  reformulation de texte), mais il est vrai que je trouve ça dangereux car ce n'est pas sécurisé a l'échelle de l'entreprise. Il est possible de se faire pirater, et donc avoir accès a des documents officiels et confidentiels sur l'entreprise.",Immobilier et Construction,Ventes et Marketing,sup,2,2,2,1.0,1.0,2
16/05/2024 23:45:39,Homme,35-45 ans,Industrie,Exploitation,Un peu familier,Non,Plutôt ouvert,Rarement,"{'Reconnaissance faciale/biometrique', 'Autres', 'Assistant vocal', 'Language Model'}","{'Gain de temps', ""Proposition d'idees"", 'Simplification des tâches quotidiennes'}",Oui,Pertinence du retour. Nécessité de précision de la demande ou besoin de reformulation,3,Non,Un peu,Un peu,Non,L'humain est fait pour évoluer et c'est une avancée qui va permettre de voir de nouvelles perspectives,Non,,Mon entreprise n'utilise pas l’IA,Oui,Oui,"Oui, certainement",Ras,Industrie et Technique,Services Techniques et Exploitation,opé,1,2,1,1.0,1.0,2
17/05/2024 09:13:38,Homme,25-35 ans,Industrie,R&D,Pas du tout familier,Non,Plutôt ouvert,Rarement,"{'Assistant vocal', 'Language Model'}","{'Gain de temps', 'Amélioration de la productivité', 'Simplification des tâches quotidiennes'}",Je ne m'en suis jamais servi,,5,Non,Pas du tout,Pas du tout,Non,"Je vois l'IA comme un assistant et si les usages évoluent, une adaptation des emplois serait nécessaire.",Oui,Confidentialité des requêtes et réutilisation de l'information générée.,Non,Non,Oui,"Oui, certainement",,Industrie et Technique,R&D,opé,0,2,1,0.0,0.0,2
17/05/2024 10:07:39,Homme,35-45 ans,Immobilier,Finance/Comptabilité,Un peu familier,Non,Très ouvert,Parfois,{'Language Model'},"{'Gain de temps', 'Amélioration de la productivité'}",Non,,3,Non,Pas du tout,Un peu,Non,tache trop complexe,Non,,Oui,Oui,Oui,"Oui, certainement",,Immobilier et Construction,Finance et Comptabilité,sup,1,3,2,0.0,1.0,2
17/05/2024 15:14:56,Femme,45-55 ans,Industrie,IT (Technologies de l'Information),Un peu familier,Non,Plutôt ouvert,Rarement,{'Reconnaissance faciale/biometrique'},"{'Amélioration de la productivité', 'Simplification des tâches quotidiennes'}",Je ne m'en suis jamais servi,,3,Oui,Un peu,Pas du tout,Non,Non,Non,,Non,Oui,Oui,"Oui, certainement",,Industrie et Technique,TIC,opé,1,2,1,1.0,0.0,2
17/05/2024 16:01:41,Femme,45-55 ans,Immobilier,Direction,Un peu familier,Non,Plutôt ouvert,Parfois,{'Language Model'},"{'Gain de temps', 'Amélioration de la productivité', 'Simplification des tâches quotidiennes'}",Oui,"Tournure de phrasa non adaptée au sens de la phrase,  et hors sujet",3,Oui,Moyennement,Moyennement,Oui,Mon poste pourra etre supprimé à terme,Non,,Non,Non,Non,"Non, probablement pas",,Immobilier et Construction,Direction et Management,dir,1,2,2,2.0,2.0,0
17/05/2024 18:12:10,Homme,25-35 ans,Télécommunications,Gestion de projet,Un peu familier,Oui,Plutôt ouvert,Jamais,"{'Reconnaissance faciale/biometrique', 'Language Model'}","{'Gain de temps', 'Amélioration de la productivité', 'Simplification des tâches quotidiennes'}",Non,,2,Oui,Considérablement,Moyennement,Non,"L'IA ne peut pas faire tout ce que l'humain réalise (créativité, relations humaines...)",Non,,Mon entreprise n'utilise pas l’IA,Oui,Oui,"Oui, certainement",,TIC,Gestion de Projet,opé,1,2,0,3.0,2.0,2
19/05/2024 09:58:09,Homme,18-25 ans,Tourisme et hôtellerie,assistant coordinateur opérationnel,"Oui, très familier",Non,Plutôt ouvert,Parfois,"{'Reconnaissance faciale/biometrique', 'Language Model'}","{'Gain de temps', 'Amélioration de la productivité'}",Oui,Des réponses parfois contradictoire sur chat GPT,3,Oui,Pas du tout,Un peu,Non,Car l'Humain est indispensable au sein de mon poste (Résidence Nohée),Non,,Mon entreprise n'utilise pas l’IA,Oui,Oui,"Oui, certainement",Utiliser l'IA en entreprise permettra d'améliorer la productivité de l'entreprise grâce aux temps que gagneront les salariés cependant il faut toujours avoir en tête que l'Humain est indispensable dans le monde et que l'IA ne doit pas remplacer les humains ca c'est avant tout la création  des humains.,Tourisme et Hôtellerie,Gestion de Projet,opé,2,2,2,0.0,1.0,2
19/05/2024 14:41:18,Femme,55 ans et plus,Immobilier,Ressources Humaines,Un peu familier,Non,Plutôt ouvert,Parfois,"{'Autres', 'Language Model'}","{'Gain de temps', 'Accès à des recommandations personnalisées', 'Amélioration de la productivité', 'Simplification des tâches quotidiennes'}",Non,,3,Non,Un peu,Un peu,Non,"certaines tâches nécessitent l'intervention humaine, manuelle",Non,,Non,Oui,Oui,"Oui, certainement",,Immobilier et Construction,RH,sup,1,2,2,1.0,1.0,2
19/05/2024 20:56:32,Homme,18-25 ans,Technologies de l'information et de la communication (TIC),Vente/Commercialisation,"Oui, très familier",Non,Plutôt ouvert,Parfois,"{'Prise de decision', 'Assistant vocal', 'Gestion des relations client', 'Language Model', 'Reconnaissance faciale/biometrique', 'Autres'}","{'Gain de temps', 'Amélioration de la productivité', 'Simplification des tâches quotidiennes'}",Oui,Obligation de connexion internet pour certaines,3,Oui,Moyennement,Moyennement,Non,"Création de nouvel emploi, comme avec l’informatique, il faut s’adapter aux nouvelles opportunités",Oui,Perte de personnalité,Non,Oui,Non,"Oui, certainement","Développer des IA avec des caractères (des paramètres) propres à chaque département, les ajouter dans chaque outil (CRM, HRM, Suite Office, …)",TIC,Ventes et Marketing,opé,2,2,2,2.0,2.0,2
19/05/2024 22:29:05,Homme,18-25 ans,Technologies de l'information et de la communication (TIC),Innovation,"Oui, très familier",Non,Très ouvert,Parfois,"{'Reconnaissance faciale/biometrique', 'Language Model'}","{'Gain de temps', 'Amélioration de la productivité', 'Simplification des tâches quotidiennes'}",Non,,3,Non,Un peu,Un peu,Non,Mon métier est complémentaire avec l’IA,Non,,Oui,Oui,Oui,"Oui, certainement",,TIC,R&D,opé,2,3,2,1.0,1.0,2
20/05/2024 09:10:17,Homme,18-25 ans,Énergie et environnement,Gestion de projet,Un peu familier,Non,Plutôt ouvert,Parfois,{'Language Model'},"{'Gain de temps', 'Amélioration de la productivité'}",Oui,Invention de données lors de certaines réponses,3,Non,Pas du tout,Un peu,Non,Emploi principalement décisionnel qu'il est difficile d'automatiser,Oui,La gestion de la confidentialité des données,Non,Oui,Oui,Peut-être,,Énergie et Environnement,Gestion de Projet,opé,1,2,2,0.0,1.0,1
20/05/2024 09:31:21,Homme,18-25 ans,"Services professionnels (consulting, juridique, comptabilité, etc.)",IT (Technologies de l'Information),"Oui, très familier",Non,Très ouvert,Très souvent,{'Language Model'},"{'Gain de temps', 'Amélioration de la productivité', 'Simplification des tâches quotidiennes'}",Oui,Ex sur les llm: tous ce qui est Hallucination et fausse informations,2,Oui,Un peu,Considérablement,Non,Je vois l'IA plus comme un outil qui aide le tech à produire du code plus rapidement et non comme un replaçant direct,Non,,Oui,Oui,Oui,"Oui, certainement",,Services Professionnels,TIC,opé,2,3,3,1.0,3.0,2
20/05/2024 12:25:47,Homme,25-35 ans,Industrie,R&D,Un peu familier,Non,Très ouvert,Rarement,"{'Reconnaissance faciale/biometrique', 'Assistant vocal', 'Language Model'}",{'Gain de temps'},Non,,3,Non,Pas du tout,Pas du tout,Non,/,Non,,Mon entreprise n'utilise pas l’IA,Non,Oui,Peut-être,,Industrie et Technique,R&D,opé,1,3,1,0.0,0.0,1
20/05/2024 12:28:17,Femme,18-25 ans,Marketing,Gestion de projet,"Oui, très familier",Non,Plutôt ouvert,Parfois,"{'Reconnaissance faciale/biometrique', 'Assistant vocal', 'Language Model'}","{'Gain de temps', 'Simplification des tâches quotidiennes'}",Non,,3,Non,Un peu,Un peu,Non,"Par ex : Lorsque je travaille avec mes clients, une relation se créer et la compréhension de leurs attentes et de leurs besoins est mieux appréhender et peut être  mieux anticiper par l'Homme.",Non,,Non,Oui,Oui,"Oui, certainement",,Commerce & Marketing,Gestion de Projet,opé,2,2,2,1.0,1.0,2
20/05/2024 15:22:45,Homme,18-25 ans,Construction et génie civil,Achats,Un peu familier,Oui,Très réticent,Jamais,"{'Reconnaissance faciale/biometrique', 'Assistant vocal'}","{'Gain de temps', 'Simplification des tâches quotidiennes'}",Je ne m'en suis jamais servi,,1,Non,Un peu,Pas du tout,Non,"Mon travaille s’organise autour de plusieurs axes de compétences. Bien que l’analyse de données en fasse partie et est théoriquement remplaçable pas de l’IA (le jour où les technologies le permettront), la partie relationnelle et commerciale est à mes yeux impossible à réaliser par une IA ou équivalent.",Oui,"Utilisation à outrance de l’IA par certaines personnes pour se défaire de certaines tâches, au risque de faire trop confiance à des outils pas toujours fiables.",Mon entreprise n'utilise pas l’IA,Non,Non,"Non, probablement pas",Cela ne doit surtout pas arriver sans consultation préalable des personnes qui seront directement confrontées aux impacts de cette mise en place,Immobilier et Construction,Achats et Supply Chain,opé,1,0,0,1.0,0.0,0
20/05/2024 15:47:46,Femme,18-25 ans,Industrie,Gestion de projet,Un peu familier,Non,Très ouvert,Parfois,{'Language Model'},"{'Gain de temps', 'Amélioration de la productivité', 'Simplification des tâches quotidiennes'}",Non,,4,Non,Un peu,Moyennement,Non,.,Non,,Oui,Oui,Oui,"Oui, certainement",,Industrie et Technique,Gestion de Projet,opé,1,3,2,1.0,2.0,2
20/05/2024 22:49:30,Femme,25-35 ans,Immobilier,Investissement,Un peu familier,Non,Très ouvert,Rarement,"{'Assistant vocal', 'Language Model'}","{'Gain de temps', 'Amélioration de la productivité', 'Simplification des tâches quotidiennes'}",Oui,Mauvaise compréhension de l’outil qui ne permet pas donc une exploitation optimale. Ou alors réponse inadaptée de l’IA à la demande.,4,Oui,Moyennement,Un peu,Oui,A terme quand l’IA sera bien développée il est bien plus rationnelle d’automatiser tout travail via l’IA et même de lui confier des tâche requierant une prise de décision car l’IA sait être impartial.,Oui,De se faire dépasser plus rapidement que prévu par l’IA et ne pas s’adapter à temps,Non,Non,Non,"Oui, certainement",Des formations afin d’intégrer les outils IA sont nécessaires et encore trop peu présentes dans les entreprises. Souvent l’entreprise part du principe que les collaborateurs se forment par curiosité dans leur coin et donc savent déjà utiliser les outils quand ils sont adoptés par l’entreprise. (Ex : chatgpt internes),Immobilier et Construction,Finance et Comptabilité,opé,1,3,1,2.0,1.0,2
21/05/2024 09:47:34,Homme,18-25 ans,Immobilier,Gestion de projet,"Oui, très familier",Non,Très ouvert,Parfois,"{'Reconnaissance faciale/biometrique', 'Language Model'}","{'Gain de temps', 'Amélioration de la productivité', 'Simplification des tâches quotidiennes'}",Oui,,3,Non,Un peu,Un peu,Non,il faut se former,Non,,Non,Oui,Non,"Oui, certainement",,Immobilier et Construction,Gestion de Projet,opé,2,3,2,1.0,1.0,2
21/05/2024 10:39:41,Femme,18-25 ans,Immobilier,Production/Fabrication,"Oui, très familier",Non,Plutôt ouvert,Rarement,"{'Reconnaissance faciale/biometrique', 'Language Model'}","{'Gain de temps', 'Simplification des tâches quotidiennes'}",Non,,3,Oui,Considérablement,Considérablement,Non,RAS,Non,,Non,Oui,Oui,"Oui, certainement",RAS,Immobilier et Construction,Production,opé,2,2,1,3.0,3.0,2
21/05/2024 11:13:09,Femme,18-25 ans,Technologies de l'information et de la communication (TIC),IT (Technologies de l'Information),"Oui, très familier",Non,Plutôt ouvert,Très souvent,"{'Assistant vocal', 'Language Model'}","{'Gain de temps', 'Amélioration de la productivité', 'Simplification des tâches quotidiennes'}",Oui,,4,Oui,Moyennement,Moyennement,Non,L’IA n’est pas si puissant encore,Non,,Oui,Oui,Oui,"Oui, certainement",,TIC,TIC,opé,2,2,3,2.0,2.0,2
21/05/2024 12:14:35,Homme,25-35 ans,Immobilier,Gestion de projet,Un peu familier,Non,Très ouvert,Parfois,"{'Reconnaissance faciale/biometrique', 'Assistant vocal', 'Language Model'}","{'Gain de temps', 'Amélioration de la productivité', 'Simplification des tâches quotidiennes'}",Oui,Des erreurs,3,Non,Pas du tout,Un peu,Non,l'IA a besoin de l'homme,Non,,Non,Oui,Oui,"Oui, certainement",,Immobilier et Construction,Gestion de Projet,opé,1,3,2,0.0,1.0,2
21/05/2024 17:35:13,Homme,18-25 ans,"Services professionnels (consulting, juridique, comptabilité, etc.)",IT (Technologies de l'Information),Un peu familier,Non,Très ouvert,Parfois,{'Assistant vocal'},{'Gain de temps'},Non,,4,Non,Un peu,Un peu,Non,toujours besoin d'un humain,Non,,Non,Non,Oui,Peut-être,,Services Professionnels,TIC,opé,1,3,2,1.0,1.0,1
21/05/2024 17:50:08,Homme,35-45 ans,Immobilier,Direction,Un peu familier,Non,Plutôt ouvert,Rarement,"{'Assistant vocal', 'Language Model'}","{'Gain de temps', 'Amélioration de la productivité', 'Simplification des tâches quotidiennes'}",Non,,3,Non,Pas du tout,Un peu,Non,hklh,Non,,Non,Non,Oui,"Oui, certainement",,Immobilier et Construction,Direction et Management,dir,1,2,1,0.0,1.0,2
21/05/2024 22:45:12,Homme,18-25 ans,Industrie,Gestion de projet,Un peu familier,Non,Plutôt ouvert,Parfois,"{'Reconnaissance faciale/biometrique', 'Assistant vocal', 'Language Model'}","{'Gain de temps', 'Amélioration de la productivité', 'Simplification des tâches quotidiennes'}",Non,,2,Non,Pas du tout,Pas du tout,Non,L’IA est un outil qu’il faut apprendre à utiliser,Non,,Non,Non,Oui,"Non, probablement pas",,Industrie et Technique,Gestion de Projet,opé,1,2,2,0.0,0.0,0
22/05/2024 09:16:20,Homme,18-25 ans,Technologies de l'information et de la communication (TIC),R&D,"Oui, très familier",Non,Très ouvert,Très souvent,"{'Prise de decision', 'Assistant vocal', 'Gestion des relations client', 'Language Model', 'Reconnaissance faciale/biometrique'}","{'Gain de temps', 'Amélioration de la productivité', 'Simplification des tâches quotidiennes'}",Non,,4,Non,Un peu,Pas du tout,Non,Le jour où les IA seront capables de me remplacer je ne serais pas le seul a perdre mon emploi,Non,,Oui,Oui,Oui,"Non, probablement pas",,TIC,R&D,opé,2,3,3,1.0,0.0,0
22/05/2024 11:40:15,Homme,18-25 ans,Industrie,Vente/Commercialisation,Un peu familier,Non,Plutôt ouvert,Rarement,"{'Reconnaissance faciale/biometrique', 'Language Model'}","{'Gain de temps', 'Accès à des recommandations personnalisées', 'Amélioration de la productivité', 'Simplification des tâches quotidiennes'}",Non,,3,Non,Pas du tout,Considérablement,Non,Car elle ne remplacera jamais l'humain,Oui,Outil qui remplacerait l'éducation et ainsi influencerait sur les capacités de réflexion et la culture générale de nos enfants,Mon entreprise n'utilise pas l’IA,Oui,Oui,"Oui, certainement",Non,Industrie et Technique,Ventes et Marketing,opé,1,2,1,0.0,3.0,2
22/05/2024 11:42:40,Homme,25-35 ans,Énergie et environnement,Marketing/Communication,Un peu familier,Non,Plutôt ouvert,Rarement,{'Language Model'},{'Gain de temps'},Non,,4,Non,Un peu,Un peu,Non,"Missions trop diversifiées pour l'IA, interactions humaines, prise de décision, vision globale, timing, adaptation aux imprévus etc.",Oui,Remplacement de missions par l'IA de manière non transparente,Non,Non,Oui,Peut-être,,Énergie et Environnement,Ventes et Marketing,sup,1,2,1,1.0,1.0,1
22/05/2024 11:55:49,Homme,25-35 ans,Commerce de gros,Direction,Un peu familier,Non,Très ouvert,Rarement,{'Reconnaissance faciale/biometrique'},"{'Gain de temps', 'Amélioration de la productivité'}",Non,,4,Non,Pas du tout,Pas du tout,Non,c'est un outils mais qui ne pourra pas remplacer un poste de management ou de décisionnaire par exemple,Non,,Non,Oui,Oui,"Oui, certainement",,Commerce & Marketing,Direction et Management,dir,1,3,1,0.0,0.0,2
22/05/2024 12:20:20,Femme,45-55 ans,Énergie et environnement,Direction,Un peu familier,Non,Très ouvert,Rarement,{'Prise de decision'},"{'Gain de temps', 'Simplification des tâches quotidiennes'}",Oui,"Mauvaise compréhension de la demande, réponse inappropriée",2,Non,Pas du tout,Pas du tout,Non,"Si bien fait, c’est l’objectif on traite qui est recherché",Non,,Non,Non,Oui,"Oui, certainement",,Énergie et Environnement,Direction et Management,dir,1,3,1,0.0,0.0,2
22/05/2024 12:46:38,Homme,25-35 ans,Énergie et environnement,Direction,Un peu familier,Non,Très ouvert,Parfois,"{'Reconnaissance faciale/biometrique', 'Language Model'}","{'Gain de temps', 'Amélioration de la productivité'}",Non,,3,Non,Un peu,Pas du tout,Non,L'IA va faire évoluer l'emploi mais pas le faire disparaitre,Oui,Être capable de suivre les dernières évolutions et d'être à jour dans mes compétences,Oui,Oui,Oui,"Oui, certainement",-,Énergie et Environnement,Direction et Management,dir,1,3,2,1.0,0.0,2
22/05/2024 14:25:51,Femme,18-25 ans,Immobilier,Gestion de projet,"Oui, très familier",Oui,Très réticent,Jamais,{'Gestion des relations client'},{'Gain de temps'},Non,,1,Oui,Moyennement,Considérablement,Non,ras,Oui,,Non,Non,Non,"Non, probablement pas",,Immobilier et Construction,Gestion de Projet,opé,2,0,0,2.0,3.0,0
22/05/2024 14:52:30,Homme,18-25 ans,Technologies de l'information et de la communication (TIC),IT (Technologies de l'Information),"Oui, très familier",Non,Plutôt ouvert,Rarement,"{'Reconnaissance faciale/biometrique', 'Prise de decision', 'Assistant vocal', 'Language Model'}","{'Gain de temps', 'Amélioration de la productivité', 'Simplification des tâches quotidiennes'}",Oui,Fuite de données et confidentialité,4,Non,Pas du tout,Pas du tout,Non,L'IA est un outil mais pas un être capable de travailler à la place d'une personne physique,Non,,Non,Oui,Oui,Peut-être,,TIC,TIC,opé,2,2,1,0.0,0.0,1
22/05/2024 15:45:27,Homme,18-25 ans,Technologies de l'information et de la communication (TIC),Direction,"Oui, très familier",Non,Très ouvert,Très souvent,"{'Reconnaissance faciale/biometrique', 'Assistant vocal', 'Language Model'}","{'Gain de temps', 'Amélioration de la productivité'}",Non,,3,Non,Considérablement,Considérablement,Non,Une ia n'aura jamais d'esprit et ne peut prendre une décision uniquement basée sur de la data.,Non,,Non,Oui,Oui,"Oui, certainement",,TIC,Direction et Management,dir,2,3,3,3.0,3.0,2
22/05/2024 19:32:11,Femme,35-45 ans,Énergie et environnement,Ressources Humaines,"Oui, très familier",Non,Très ouvert,Très souvent,"{'Reconnaissance faciale/biometrique', 'Gestion des relations client', 'Assistant vocal', 'Language Model'}","{'Gain de temps', 'Accès à des recommandations personnalisées', 'Amélioration de la productivité', 'Simplification des tâches quotidiennes'}",Non,,3,Non,Pas du tout,Pas du tout,Non,L’ia doit etre un outil d’aide a la performance et ne peux pas remplacer l’esprit et le sens donne par des reflexions humaines il oeut par ci tre ouvrir des debats et des facons de penser,Non,,Non,Oui,Oui,"Oui, certainement",Il fait vivre avec son temps et s’adapter dans un monde de plus plus competitif et en rechegche constante de performance. L’ia peut nous faire gagner sur des taches sans pkus value afin de libérer du temps pour des projets,Énergie et Environnement,RH,sup,2,3,3,0.0,0.0,2
23/05/2024 00:53:48,Homme,25-35 ans,Technologies de l'information et de la communication (TIC),IT (Technologies de l'Information),"Oui, très familier",Oui,Très ouvert,Très souvent,"{'Reconnaissance faciale/biometrique', 'Prise de decision', 'Language Model'}","{'Gain de temps', 'Accès à des recommandations personnalisées', 'Amélioration de la productivité', 'Simplification des tâches quotidiennes'}",Non,,4,Non,Considérablement,Considérablement,Oui,Presque toutes les emplois seront remplacés dans le futur.,Non,,Oui,Oui,Oui,Peut-être,,TIC,TIC,opé,2,3,3,3.0,3.0,1
23/05/2024 01:39:49,Homme,18-25 ans,Technologies de l'information et de la communication (TIC),Gestion de projet,"Oui, très familier",Non,Plutôt ouvert,Parfois,"{'Reconnaissance faciale/biometrique', 'Assistant vocal', 'Language Model'}","{'Gain de temps', 'Amélioration de la productivité', 'Simplification des tâches quotidiennes'}",Oui,"Réponses non exactes, incapable de réaliser certaines opérations mathématiques complexes.",3,Oui,Considérablement,Moyennement,Non,Non,Non,,Mon entreprise n'utilise pas l’IA,Oui,Oui,"Oui, certainement",,TIC,Gestion de Projet,opé,2,2,2,3.0,2.0,2
23/05/2024 10:44:19,Femme,18-25 ans,Technologies de l'information et de la communication (TIC),Gestion de projet,"Oui, très familier",Non,Très ouvert,Parfois,"{'Reconnaissance faciale/biometrique', 'Language Model'}","{'Gain de temps', 'Amélioration de la productivité'}",Oui,Des sources erronées lors de l’utilisation de LLM (et manque d’information lorsque plagiat),3,Non,Pas du tout,Moyennement,Non,Parce que mon travail requiert un facteur humain que l’IA ne pourra pas combler + une capacité d’adaptation pour trouver des solutions à des problèmes qui ne se trouve pas dans les bases de données dans lesquelles une IA pourrait puiser,Non,,Non,Oui,Oui,"Oui, certainement",,TIC,Gestion de Projet,opé,2,3,2,0.0,2.0,2
23/05/2024 11:54:03,Homme,35-45 ans,Énergie et environnement,Production/Fabrication,Un peu familier,Non,Plutôt ouvert,Parfois,"{'Reconnaissance faciale/biometrique', 'Assistant vocal', 'Language Model'}",{'Gain de temps'},Non,,4,Non,Pas du tout,Moyennement,Non,Ras,Non,,Non,Oui,Oui,"Oui, certainement",,Énergie et Environnement,Production,opé,1,2,2,0.0,2.0,2
23/05/2024 12:25:47,Femme,18-25 ans,Immobilier,Marketing/Communication,Un peu familier,Non,Très ouvert,Rarement,"{'Reconnaissance faciale/biometrique', 'Gestion des relations client', 'Language Model'}","{'Gain de temps', 'Amélioration de la productivité', 'Simplification des tâches quotidiennes'}",Non,,3,Non,Un peu,Moyennement,Non,les IA d'aujourd'hui ne sont pas assez puissante et performante pour me faire perdre mon emploi,Non,,Non,Oui,Oui,"Oui, certainement",,Immobilier et Construction,Ventes et Marketing,sup,1,3,1,1.0,2.0,2
23/05/2024 17:38:12,Homme,25-35 ans,Commerce de gros,Direction,Pas du tout familier,Non,Plutôt ouvert,Rarement,{'Language Model'},{'Amélioration de la productivité'},Non,,3,Oui,Moyennement,Moyennement,Non,humain toujours essentiel,Non,,Non,Non,Non,"Oui, certainement",,Commerce & Marketing,Direction et Management,dir,0,2,1,2.0,2.0,2
24/05/2024 09:52:22,Homme,35-45 ans,Immobilier,Direction,Un peu familier,Non,Très ouvert,Parfois,"{'Reconnaissance faciale/biometrique', 'Language Model'}","{'Gain de temps', 'Simplification des tâches quotidiennes'}",Non,,3,Non,Pas du tout,Pas du tout,Non,parce que,Non,,Oui,Oui,Non,"Oui, certainement",,Immobilier et Construction,Direction et Management,dir,1,3,2,0.0,0.0,2
24/05/2024 09:54:51,Homme,35-45 ans,Immobilier,Direction,Un peu familier,Non,Très ouvert,Rarement,"{'Reconnaissance faciale/biometrique', 'Assistant vocal', 'Language Model'}","{'Gain de temps', 'Amélioration de la productivité', 'Simplification des tâches quotidiennes'}",Non,,3,Oui,Pas du tout,Pas du tout,Non,Les relations commerciales ainsi que les négociations ne seront pas remplacées par des outils fondés sur l'IA.,Non,,Non,Oui,Oui,"Oui, certainement",,Immobilier et Construction,Direction et Management,dir,1,3,1,0.0,0.0,2
24/05/2024 14:33:16,Femme,25-35 ans,Immobilier,Marketing/Communication,Un peu familier,Non,Plutôt réticent,Parfois,"{'Reconnaissance faciale/biometrique', 'Gestion des relations client', 'Assistant vocal'}",{'Gain de temps'},Non,,3,Non,Pas du tout,Un peu,Non,L'IA ne peut absorber toutes les missions de mon métier.,Non,,Non,Oui,Oui,"Oui, certainement",,Immobilier et Construction,Ventes et Marketing,sup,1,1,2,0.0,1.0,2
24/05/2024 15:06:47,Homme,35-45 ans,Médias et divertissement,Gestion de projet,Un peu familier,Non,Plutôt ouvert,Rarement,"{'Reconnaissance faciale/biometrique', 'Assistant vocal'}","{'Gain de temps', 'Accès à des recommandations personnalisées', 'Simplification des tâches quotidiennes'}",Oui,Besoin de se repeter ou de reformuler,3,Non,Pas du tout,Un peu,Non,Trop complexe et nécessite de comprendre les moments et les émotions,Non,,Mon entreprise n'utilise pas l’IA,Non,Non,"Oui, certainement",,Médias et Divertissement,Gestion de Projet,opé,1,2,1,0.0,1.0,2
